,First Name,Last Name,Season AB / N,N_H,MLE,MAP
10,Moises,Alou,427,137,0.32084309133489464,0.28606060606060607
11,Wilson,Alvarez,2,0,0.0,0.2475
12,Chip,Ambres,145,35,0.2413793103448276,0.24677716390423574
13,Alfredo,Amezaga,6,1,0.16666666666666666,0.24752475247524752
14,Brian,Anderson,34,6,0.17647058823529413,0.24305555555555555
15,Garret,Anderson,575,163,0.28347826086956524,0.2692702980472765
16,Marlon,Anderson,235,62,0.26382978723404255,0.25434439178515006
17,Robert,Andino,44,7,0.1590909090909091,0.2398190045248869
18,Danny,Ardoin,210,48,0.22857142857142856,0.24177631578947367
19,Tony,ArmasJr.,32,4,0.125,0.23953488372093024
20,Bronson,Arroyo,1,0,0.0,0.24812030075187969
21,Ezequiel,Astacio,21,3,0.14285714285714285,0.24343675417661098
22,Pedro,Astacio,17,1,0.058823529411764705,0.24096385542168675
23,Garrett,Atkins,519,149,0.28709055876685935,0.27044711014176664
24,Rich,Aurilia,426,120,0.28169014084507044,0.2657766990291262
25,Brad,Ausmus,387,100,0.25839793281653745,0.2535031847133758
26,Luis,Ayala,3,1,0.3333333333333333,0.24937655860349128
27,Willy,Aybar,86,28,0.32558139534883723,0.26239669421487605
28,Brandon,Backe,45,10,0.2222222222222222,0.24604966139954854
29,Carlos,Baerga,158,40,0.25316455696202533,0.25
30,Jeff,Bagwell,100,25,0.25,0.24899598393574296
31,Jeff,Baker,38,8,0.21052631578947367,0.24541284403669725
32,Paul,Bako,40,10,0.25,0.24885844748858446
33,James,Baldwin,1,0,0.0,0.24812030075187969
34,Rod,Barajas,410,104,0.25365853658536586,0.25123762376237624
35,Josh,Bard,83,16,0.1927710843373494,0.2390852390852391
36,Clint,Barmes,350,101,0.2885714285714286,0.26737967914438504
37,Michael,Barrett,424,117,0.2759433962264151,0.26277372262773724
38,Jason,Bartlett,224,54,0.24107142857142858,0.2459807073954984
39,Clifford,Bartosh,1,1,1.0,0.2506265664160401
40,Jose,Bautista,28,4,0.14285714285714285,0.24178403755868544
41,Jason,Bay,599,183,0.3055091819699499,0.28284854563691075
42,Yorman,Bazardo,1,0,0.0,0.24812030075187969
43,Josh,Beckett,59,9,0.15254237288135594,0.2363238512035011
44,Matt,Belisle,7,1,0.14285714285714285,0.24691358024691357
45,David,Bell,557,138,0.24775583482944344,0.2481675392670157
